0,1,2,3,4,5
1348.0,145.0,1193.0,18.0,128.0,16.0
1401.0,171.0,1240.0,42.0,162.0,17.0
1458.0,141.0,1319.0,16.0,130.0,7.0
1381.0,182.0,1222.0,38.0,173.0,15.0
1360.0,216.0,1259.0,62.0,213.0,16.0
1474.0,286.0,1428.0,46.0,241.0,13.0
1674.0,177.0,1605.0,11.0,181.0,118.0
1737.0,193.0,1773.0,18.0,197.0,17.0
1793.0,226.0,1796.0,25.0,207.0,20.0
1898.0,242.0,1895.0,25.0,278.0,13.0
1970.0,165.0,1995.0,22.0,162.0,11.0
1971.0,163.0,1914.0,12.0,151.0,14.0
1924.0,122.0,1785.0,8.0,131.0,33.0
1745.0,152.0,1638.0,12.0,163.0,6.0
1703.0,152.0,1588.0,4.0,155.0,11.0
1581.0,136.0,1472.0,11.0,125.0,6.0
1448.0,131.0,1294.0,13.0,115.0,8.0
1401.0,75.0,1218.0,5.0,76.0,64.0
1288.0,80.0,1161.0,8.0,71.0,11.0
1227.0,132.0,1081.0,11.0,122.0,32.0
1203.0,130.0,1065.0,14.0,131.0,5.0
1184.0,115.0,1041.0,24.0,103.0,3.0
1208.0,122.0,1011.0,14.0,131.0,9.0
1201.0,124.0,1033.0,7.0,133.0,5.0
1216.0,86.0,1039.0,18.0,77.0,9.0
1231.0,128.0,1062.0,13.0,132.0,11.0
1179.0,114.0,1034.0,11.0,109.0,10.0
1164.0,86.0,1019.0,6.0,84.0,8.0
1126.0,97.0,980.0,10.0,105.0,5.0
1117.0,97.0,964.0,10.0,95.0,8.0
1045.0,62.0,918.0,4.0,59.0,7.0
1015.0,75.0,878.0,9.0,66.0,5.0
932.0,73.0,788.0,6.0,69.0,7.0
873.0,80.0,729.0,12.0,73.0,9.0
846.0,202.0,718.0,16.0,197.0,12.0
945.0,160.0,820.0,5.0,161.0,7.0
980.0,170.0,863.0,7.0,174.0,6.0
1100.0,235.0,987.0,14.0,240.0,2.0
1297.0,430.0,1178.0,25.0,452.0,19.0
1665.0,354.0,1590.0,20.0,368.0,16.0
1951.0,268.0,1907.0,14.0,286.0,12.0
2038.0,245.0,2006.0,14.0,279.0,12.0
2141.0,185.0,2136.0,8.0,212.0,8.0
2176.0,171.0,2187.0,8.0,203.0,5.0
2132.0,202.0,2160.0,12.0,225.0,12.0
1923.0,257.0,1937.0,13.0,282.0,12.0
1861.0,237.0,1843.0,12.0,277.0,15.0
1884.0,232.0,1847.0,10.0,285.0,10.0
1866.0,233.0,1846.0,12.0,280.0,5.0
1906.0,211.0,1927.0,10.0,259.0,11.0
1969.0,206.0,2009.0,13.0,239.0,6.0
1996.0,219.0,2029.0,9.0,262.0,7.0
1975.0,190.0,1998.0,3.0,245.0,6.0
1936.0,211.0,1977.0,6.0,241.0,8.0
1897.0,215.0,1936.0,6.0,258.0,11.0
1910.0,208.0,1926.0,3.0,269.0,8.0
1913.0,186.0,1929.0,4.0,224.0,10.0
1879.0,171.0,1892.0,5.0,202.0,12.0
1828.0,178.0,1826.0,6.0,223.0,4.0
