0,1,2,3,4,5
946.0,51.0,810.0,6.0,42.0,16.0
892.0,147.0,737.0,10.0,128.0,10.0
805.0,317.0,658.0,7.0,308.0,11.0
976.0,303.0,841.0,15.0,275.0,10.0
1166.0,306.0,1028.0,17.0,276.0,1.0
1404.0,512.0,1250.0,23.0,484.0,12.0
1864.0,283.0,1722.0,5.0,273.0,7.0
2091.0,495.0,1937.0,21.0,461.0,18.0
2441.0,635.0,2289.0,30.0,587.0,16.0
2760.0,360.0,2597.0,18.0,326.0,14.0
2836.0,621.0,2649.0,550.0,123.0,11.0
3180.0,742.0,3048.0,20.0,714.0,30.0
3438.0,904.0,3299.0,13.0,886.0,30.0
4085.0,853.0,3938.0,15.0,835.0,24.0
4472.0,843.0,4310.0,12.0,830.0,30.0
4692.0,677.0,4550.0,14.0,666.0,11.0
5009.0,426.0,4873.0,16.0,407.0,12.0
4850.0,618.0,4712.0,16.0,601.0,13.0
4756.0,303.0,4603.0,18.0,298.0,12.0
4204.0,176.0,4052.0,69.0,112.0,21.0
3604.0,156.0,3447.0,30.0,138.0,36.0
2830.0,156.0,2698.0,47.0,118.0,38.0
2239.0,133.0,2126.0,14.0,123.0,27.0
1981.0,93.0,1880.0,16.0,77.0,26.0
1438.0,46.0,1362.0,9.0,38.0,16.0
1136.0,57.0,1056.0,11.0,47.0,20.0
1022.0,92.0,933.0,27.0,76.0,13.0
980.0,110.0,855.0,23.0,92.0,26.0
925.0,214.0,799.0,64.0,177.0,21.0
1048.0,439.0,908.0,96.0,327.0,32.0
1418.0,281.0,1240.0,65.0,211.0,82.0
1682.0,258.0,1539.0,106.0,136.0,21.0
1889.0,270.0,1724.0,36.0,234.0,40.0
2089.0,169.0,1927.0,23.0,140.0,66.0
2158.0,144.0,2025.0,21.0,119.0,18.0
2076.0,84.0,1907.0,16.0,62.0,28.0
1791.0,148.0,1565.0,28.0,107.0,24.0
1668.0,168.0,1381.0,38.0,130.0,37.0
1613.0,130.0,1338.0,19.0,108.0,16.0
1471.0,150.0,1185.0,16.0,140.0,41.0
1427.0,149.0,1157.0,11.0,145.0,36.0
1450.0,122.0,1199.0,15.0,109.0,32.0
1489.0,116.0,1257.0,29.0,93.0,20.0
1444.0,125.0,1245.0,7.0,126.0,21.0
1393.0,119.0,1203.0,13.0,110.0,23.0
1388.0,335.0,1205.0,265.0,80.0,30.0
1568.0,115.0,1386.0,12.0,128.0,45.0
1491.0,79.0,1354.0,6.0,78.0,13.0
1435.0,101.0,1284.0,11.0,117.0,32.0
1437.0,104.0,1307.0,10.0,103.0,38.0
1397.0,64.0,1291.0,9.0,56.0,27.0
1321.0,47.0,1236.0,5.0,50.0,36.0
1108.0,49.0,942.0,6.0,43.0,20.0
961.0,65.0,845.0,12.0,56.0,19.0
952.0,62.0,834.0,8.0,64.0,30.0
893.0,52.0,787.0,8.0,48.0,20.0
834.0,75.0,714.0,9.0,70.0,17.0
875.0,110.0,722.0,11.0,108.0,60.0
912.0,56.0,816.0,8.0,53.0,14.0
911.0,42.0,817.0,4.0,40.0,10.0
888.0,58.0,787.0,8.0,50.0,13.0
870.0,66.0,744.0,5.0,67.0,17.0
874.0,49.0,743.0,9.0,39.0,15.0
845.0,71.0,720.0,8.0,72.0,21.0
782.0,52.0,646.0,5.0,53.0,9.0
780.0,52.0,643.0,4.0,56.0,11.0
779.0,51.0,659.0,11.0,41.0,12.0
769.0,91.0,655.0,50.0,56.0,13.0
762.0,35.0,681.0,6.0,31.0,17.0
740.0,38.0,668.0,5.0,32.0,11.0
683.0,60.0,599.0,11.0,53.0,14.0
688.0,60.0,606.0,11.0,51.0,15.0
716.0,68.0,610.0,10.0,60.0,13.0
743.0,61.0,625.0,7.0,54.0,13.0
732.0,93.0,584.0,37.0,48.0,20.0
816.0,72.0,641.0,16.0,52.0,23.0
892.0,229.0,688.0,44.0,207.0,48.0
1054.0,71.0,901.0,12.0,68.0,9.0
1041.0,55.0,911.0,14.0,37.0,10.0
1021.0,106.0,885.0,10.0,99.0,15.0
1056.0,58.0,922.0,11.0,50.0,17.0
1045.0,68.0,910.0,11.0,60.0,14.0
1027.0,118.0,903.0,48.0,56.0,14.0
901.0,61.0,709.0,13.0,43.0,13.0
883.0,83.0,701.0,12.0,69.0,8.0
921.0,61.0,735.0,12.0,50.0,12.0
914.0,140.0,712.0,28.0,126.0,24.0
993.0,67.0,820.0,14.0,48.0,14.0
981.0,76.0,812.0,17.0,49.0,14.0
951.0,77.0,779.0,14.0,63.0,11.0
969.0,69.0,798.0,9.0,61.0,14.0
951.0,67.0,795.0,17.0,43.0,10.0
966.0,54.0,788.0,7.0,57.0,24.0
906.0,104.0,705.0,12.0,99.0,17.0
966.0,54.0,771.0,7.0,67.0,18.0
953.0,52.0,795.0,10.0,41.0,19.0
915.0,64.0,782.0,7.0,55.0,8.0
872.0,38.0,758.0,5.0,35.0,6.0
835.0,45.0,725.0,3.0,40.0,6.0
1526.0,22.0,696.0,2.0,23.0,802.0
1568.0,38.0,1359.0,4.0,47.0,193.0
1533.0,83.0,1501.0,15.0,70.0,15.0
1581.0,84.0,1532.0,10.0,82.0,15.0
1619.0,99.0,1576.0,9.0,100.0,36.0
1706.0,63.0,1681.0,13.0,79.0,16.0
1765.0,65.0,1731.0,8.0,70.0,13.0
1062.0,59.0,1020.0,11.0,43.0,9.0
973.0,247.0,877.0,21.0,251.0,38.0
1226.0,177.0,1103.0,22.0,187.0,43.0
1354.0,328.0,1257.0,24.0,341.0,49.0
1666.0,346.0,1534.0,42.0,385.0,61.0
1990.0,352.0,1923.0,29.0,379.0,89.0
2347.0,235.0,2361.0,26.0,277.0,175.0
2582.0,151.0,2789.0,23.0,151.0,74.0
2682.0,407.0,2762.0,67.0,372.0,103.0
2926.0,291.0,3061.0,34.0,283.0,63.0
2976.0,142.0,3041.0,16.0,143.0,34.0
2820.0,170.0,2768.0,23.0,155.0,31.0
2681.0,154.0,2473.0,13.0,155.0,35.0
2406.0,110.0,2178.0,15.0,102.0,18.0
2312.0,109.0,2059.0,14.0,113.0,23.0
1783.0,81.0,1628.0,11.0,73.0,13.0
1426.0,66.0,1295.0,9.0,60.0,17.0
1291.0,72.0,1161.0,13.0,55.0,18.0
1165.0,144.0,1012.0,13.0,151.0,23.0
1195.0,192.0,1000.0,25.0,178.0,38.0
1300.0,124.0,1111.0,19.0,107.0,21.0
1315.0,125.0,1089.0,14.0,108.0,21.0
1380.0,87.0,1140.0,9.0,83.0,19.0
1435.0,137.0,1175.0,17.0,116.0,22.0
1518.0,99.0,1250.0,13.0,91.0,20.0
1408.0,76.0,1159.0,8.0,70.0,29.0
1206.0,79.0,978.0,5.0,80.0,29.0
1162.0,109.0,943.0,11.0,97.0,27.0
1110.0,91.0,930.0,14.0,75.0,20.0
1107.0,124.0,916.0,8.0,117.0,12.0
1051.0,122.0,881.0,19.0,92.0,18.0
1058.0,76.0,880.0,5.0,89.0,110.0
1037.0,50.0,978.0,1.0,64.0,32.0
1016.0,77.0,975.0,5.0,88.0,47.0
977.0,66.0,971.0,4.0,76.0,45.0
1011.0,82.0,1011.0,9.0,84.0,87.0
997.0,96.0,1044.0,8.0,118.0,25.0
1007.0,73.0,1059.0,11.0,88.0,39.0
956.0,462.0,1002.0,7.0,500.0,11.0
1393.0,627.0,1439.0,9.0,739.0,49.0
1968.0,426.0,2109.0,5.0,562.0,102.0
2293.0,99.0,2649.0,9.0,118.0,25.0
2233.0,49.0,2610.0,6.0,50.0,16.0
2164.0,77.0,2518.0,5.0,114.0,14.0
2152.0,49.0,2513.0,1.0,71.0,15.0
1990.0,57.0,2088.0,4.0,74.0,13.0
1681.0,51.0,1350.0,6.0,54.0,10.0
772.0,46.0,719.0,6.0,48.0,13.0
683.0,40.0,634.0,4.0,44.0,43.0
663.0,42.0,652.0,2.0,52.0,13.0
614.0,47.0,585.0,4.0,50.0,9.0
581.0,39.0,570.0,4.0,45.0,15.0
542.0,45.0,539.0,5.0,49.0,8.0
544.0,43.0,545.0,1.0,57.0,11.0
553.0,49.0,561.0,4.0,55.0,12.0
525.0,25.0,524.0,4.0,45.0,2.0
524.0,82.0,514.0,48.0,86.0,30.0
558.0,73.0,616.0,3.0,101.0,17.0
587.0,49.0,655.0,3.0,64.0,17.0
634.8813,86.448524,610.702,11.148903,76.4826,9.295183
702.7514,101.074844,679.4856,10.368794,93.15202,9.699505
678.4602,83.43012,649.09064,11.302603,73.40987,10.300225
676.19037,79.103905,646.16235,9.947035,69.19296,9.884841
615.59753,132.96158,613.40247,5.411404,153.24559,12.929968
614.8159,72.488846,587.3061,10.0736475,58.203186,8.688648
537.6428,58.436783,512.7769,7.634502,46.77373,6.6865835
