0,1,2,3,4,5
2750.0,336.0,2149.0,68.0,237.0,18.0
2538.0,217.0,1953.0,56.0,151.0,15.0
2369.0,181.0,1828.0,43.0,111.0,15.0
2268.0,164.0,1740.0,47.0,87.0,20.0
2154.0,156.0,1649.0,46.0,81.0,16.0
1977.0,187.0,1493.0,56.0,98.0,20.0
1897.0,199.0,1421.0,61.0,106.0,25.0
1813.0,188.0,1281.0,46.0,139.0,111.0
1756.0,120.0,1343.0,33.0,72.0,13.0
1681.0,191.0,1287.0,56.0,111.0,8.0
1707.0,147.0,1312.0,45.0,90.0,15.0
1712.0,396.0,1317.0,166.0,116.0,8.0
1909.0,296.0,1439.0,109.0,120.0,25.0
1980.0,235.0,1486.0,67.0,129.0,22.0
2092.0,415.0,1453.0,119.0,238.0,59.0
2416.0,226.0,1760.0,70.0,135.0,26.0
2486.0,166.0,1830.0,45.0,102.0,11.0
2489.0,124.0,1833.0,35.0,72.0,10.0
2231.0,146.0,1656.0,39.0,87.0,16.0
2069.0,148.0,1532.0,36.0,100.0,23.0
1971.0,102.0,1468.0,27.0,65.0,11.0
1491.0,124.0,1127.0,26.0,82.0,10.0
1356.0,141.0,1006.0,41.0,99.0,17.0
1313.0,148.0,995.0,31.0,108.0,17.0
1330.0,144.0,1031.0,36.0,98.0,25.0
1300.0,97.0,1032.0,21.0,71.0,20.0
1216.0,118.0,972.0,27.0,78.0,8.0
1222.0,96.0,977.0,22.0,60.0,10.0
1216.0,120.0,956.0,24.0,83.0,18.0
1175.0,105.0,920.0,24.0,80.0,8.0
1154.0,154.0,894.0,42.0,87.0,16.0
1181.0,157.0,883.0,35.0,116.0,25.0
1274.0,190.0,956.0,49.0,112.0,30.0
1351.0,167.0,1028.0,46.0,98.0,18.0
1460.0,165.0,1109.0,37.0,121.0,22.0
1513.0,207.0,1164.0,64.0,98.0,28.0
1669.0,223.0,1246.0,54.0,137.0,15.0
1793.0,325.0,1323.0,112.0,233.0,28.0
2006.0,337.0,1532.0,68.0,277.0,28.0
2144.0,208.0,1717.0,55.0,134.0,31.0
2206.0,275.0,1785.0,74.0,181.0,40.0
2317.0,200.0,1904.0,58.0,115.0,14.0
2315.0,198.0,1897.0,50.0,126.0,20.0
2274.0,205.0,1881.0,57.0,135.0,25.0
2157.0,211.0,1728.0,57.0,131.0,28.0
1985.0,137.0,1544.0,26.0,125.0,13.0
1907.0,175.0,1490.0,41.0,130.0,48.0
1798.0,224.0,1411.0,56.0,152.0,28.0
1815.0,143.0,1450.0,42.0,83.0,41.0
1749.0,180.0,1419.0,50.0,103.0,11.0
1716.0,158.0,1362.0,34.0,103.0,12.0
1660.0,172.0,1304.0,28.0,155.0,44.0
1689.0,141.0,1373.0,29.0,102.0,8.0
1647.0,161.0,1299.0,32.0,128.0,34.0
1582.0,181.0,1250.0,34.0,138.0,24.0
1638.0,188.0,1288.0,47.0,130.0,24.0
1678.0,204.0,1334.0,56.0,130.0,29.0
1727.0,189.0,1397.0,43.0,136.0,14.0
1728.0,191.0,1373.0,50.0,117.0,9.0
1795.0,148.0,1427.0,30.0,114.0,6.0
1787.0,159.0,1395.0,42.0,100.0,43.0
1804.0,164.0,1371.0,34.0,120.0,81.0
1822.0,154.0,1392.0,33.0,111.0,102.0
1802.0,207.0,1424.0,50.0,146.0,47.0
1824.0,148.0,1474.0,34.0,102.0,16.0
1800.0,141.0,1446.0,26.0,121.0,42.0
1846.0,123.0,1474.0,27.0,75.0,93.0
1812.0,120.0,1476.0,29.0,76.0,52.0
1703.0,116.0,1384.0,25.0,84.0,34.0
